sample	celltype	frequency	proportion
MB-0492	Macrophages Vim+ Slug-	31	0.0282846715328467
MB-0494	Macrophages Vim+ Slug-	182	0.117723156532988
MB-0495	Macrophages Vim+ Slug-	25	0.0222816399286988
MB-0496	Macrophages Vim+ Slug-	0	0
MB-0501	Macrophages Vim+ Slug-	2	0.000648298217179903
MB-0502	Macrophages Vim+ Slug-	6	0.00467289719626168
MB-0503	Macrophages Vim+ Slug-	2	0.00282087447108604
MB-0504	Macrophages Vim+ Slug-	3	0.00665188470066519
MB-0505	Macrophages Vim+ Slug-	2	0.00479616306954436
MB-0508	Macrophages Vim+ Slug-	20	0.0163132137030995
MB-0511	Macrophages Vim+ Slug-	0	0
MB-0512	Macrophages Vim+ Slug-	0	0
MB-0513	Macrophages Vim+ Slug-	14	0.00603708495040966
MB-0516	Macrophages Vim+ Slug-	62	0.0570902394106814
MB-0519	Macrophages Vim+ Slug-	14	0.0132200188857413
MB-0521	Macrophages Vim+ Slug-	0	0
MB-0524	Macrophages Vim+ Slug-	0	0
MB-0525	Macrophages Vim+ Slug-	61	0.0453194650817236
MB-0526	Macrophages Vim+ Slug-	13	0.0078266104756171
MB-0527	Macrophages Vim+ Slug-	45	0.0207660359944624
MB-0528	Macrophages Vim+ Slug-	26	0.0228270412642669
MB-0529	Macrophages Vim+ Slug-	0	0
MB-0531	Macrophages Vim+ Slug-	23	0.0378912685337726
MB-0532	Macrophages Vim+ Slug-	3	0.00270513976555455
MB-0536	Macrophages Vim+ Slug-	1	0.000977517106549365
MB-0537	Macrophages Vim+ Slug-	0	0
MB-0538	Macrophages Vim+ Slug-	1	0.000490677134445535
MB-0542	Macrophages Vim+ Slug-	26	0.016260162601626
MB-0543	Macrophages Vim+ Slug-	19	0.0220417633410673
MB-0544	Macrophages Vim+ Slug-	0	0
MB-0545	Macrophages Vim+ Slug-	0	0
MB-0547	Macrophages Vim+ Slug-	1	0.00154559505409583
MB-0549	Macrophages Vim+ Slug-	4	0.00310318076027929
MB-0552	Macrophages Vim+ Slug-	144	0.134328358208955
MB-0553	Macrophages Vim+ Slug-	27	0.036241610738255
MB-0554	Macrophages Vim+ Slug-	0	0
MB-0558	Macrophages Vim+ Slug-	1	0.0149253731343284
MB-0568	Macrophages Vim+ Slug-	0	0
MB-0569	Macrophages Vim+ Slug-	1	0.00107991360691145
MB-0570	Macrophages Vim+ Slug-	25	0.0161917098445596
MB-0571	Macrophages Vim+ Slug-	2	0.00293685756240822
MB-0573	Macrophages Vim+ Slug-	1	0.00149253731343284
MB-0574	Macrophages Vim+ Slug-	21	0.0152727272727273
MB-0575	Macrophages Vim+ Slug-	20	0.011037527593819
MB-0576	Macrophages Vim+ Slug-	13	0.0099388379204893
MB-0577	Macrophages Vim+ Slug-	0	0
MB-0578	Macrophages Vim+ Slug-	1	0.000623441396508728
MB-0579	Macrophages Vim+ Slug-	8	0.00447677672076105
MB-0580	Macrophages Vim+ Slug-	9	0.00551470588235294
MB-0581	Macrophages Vim+ Slug-	20	0.0120627261761158
MB-0582	Macrophages Vim+ Slug-	10	0.00558347292015634
MB-0583	Macrophages Vim+ Slug-	2	0.000944287063267233
MB-0584	Macrophages Vim+ Slug-	6	0.00556586270871985
MB-0585	Macrophages Vim+ Slug-	4	0.00615384615384615
MB-0586	Macrophages Vim+ Slug-	7	0.00423985463355542
MB-0587	Macrophages Vim+ Slug-	4	0.0571428571428571
MB-0588	Macrophages Vim+ Slug-	241	0.189465408805031
MB-0589	Macrophages Vim+ Slug-	33	0.0265700483091787
MB-0590	Macrophages Vim+ Slug-	2	0.00257400257400257
MB-0591	Macrophages Vim+ Slug-	16	0.0157790927021696
MB-0593	Macrophages Vim+ Slug-	19	0.0408602150537634
MB-0594	Macrophages Vim+ Slug-	14	0.0103473762010347
MB-0596	Macrophages Vim+ Slug-	5	0.00297796307325789
MB-0597	Macrophages Vim+ Slug-	0	0
MB-0598	Macrophages Vim+ Slug-	4	0.00346620450606586
MB-0599	Macrophages Vim+ Slug-	0	0
MB-0600	Macrophages Vim+ Slug-	0	0
MB-0601	Macrophages Vim+ Slug-	28	0.0331360946745562
MB-0603	Macrophages Vim+ Slug-	2	0.00243605359317905
MB-0605	Macrophages Vim+ Slug-	5	0.00632911392405063
MB-0607	Macrophages Vim+ Slug-	122	0.0922146636432351
MB-0608	Macrophages Vim+ Slug-	79	0.0531271015467384
MB-0609	Macrophages Vim+ Slug-	72	0.031331592689295
MB-0610	Macrophages Vim+ Slug-	40	0.0314218381775334
MB-0611	Macrophages Vim+ Slug-	32	0.0727272727272727
MB-0613	Macrophages Vim+ Slug-	306	0.253941908713693
MB-0614	Macrophages Vim+ Slug-	5	0.00669344042838019
MB-0616	Macrophages Vim+ Slug-	3	0.00436046511627907
MB-0618	Macrophages Vim+ Slug-	0	0
MB-0620	Macrophages Vim+ Slug-	59	0.0448328267477204
MB-0621	Macrophages Vim+ Slug-	0	0
MB-0623	Macrophages Vim+ Slug-	0	0
MB-0624	Macrophages Vim+ Slug-	1	0.00302114803625378
MB-0626	Macrophages Vim+ Slug-	35	0.0261389096340553
MB-0628	Macrophages Vim+ Slug-	5	0.00289017341040462
MB-0630	Macrophages Vim+ Slug-	3	0.0225563909774436
MB-0631	Macrophages Vim+ Slug-	86	0.110967741935484
MB-0634	Macrophages Vim+ Slug-	1	0.0106382978723404
MB-0635	Macrophages Vim+ Slug-	0	0
MB-0636	Macrophages Vim+ Slug-	6	0.0114503816793893
MB-0637	Macrophages Vim+ Slug-	61	0.0544642857142857
MB-0638	Macrophages Vim+ Slug-	0	0
MB-0641	Macrophages Vim+ Slug-	8	0.0101910828025478
MB-0642	Macrophages Vim+ Slug-	0	0
MB-0643	Macrophages Vim+ Slug-	28	0.024411508282476
MB-0644	Macrophages Vim+ Slug-	1	0.00076219512195122
MB-0646	Macrophages Vim+ Slug-	38	0.0240963855421687
MB-0652	Macrophages Vim+ Slug-	7	0.00909090909090909
MB-0653	Macrophages Vim+ Slug-	21	0.0220588235294118
MB-0654	Macrophages Vim+ Slug-	3	0.0319148936170213
MB-0657	Macrophages Vim+ Slug-	0	0
MB-0658	Macrophages Vim+ Slug-	12	0.0246913580246914
MB-0659	Macrophages Vim+ Slug-	0	0
MB-0660	Macrophages Vim+ Slug-	1	0.000940733772342427
MB-0661	Macrophages Vim+ Slug-	0	0
MB-0662	Macrophages Vim+ Slug-	45	0.0363489499192246
MB-0664	Macrophages Vim+ Slug-	28	0.0201874549387167
MB-0666	Macrophages Vim+ Slug-	13	0.0121268656716418
MB-0869	Macrophages Vim+ Slug-	1	0.000544069640914037
MB-0872	Macrophages Vim+ Slug-	0	0
MB-0874	Macrophages Vim+ Slug-	51	0.0704419889502762
MB-0877	Macrophages Vim+ Slug-	3	0.00255754475703325
MB-0880	Macrophages Vim+ Slug-	0	0
MB-0882	Macrophages Vim+ Slug-	0	0
MB-0884	Macrophages Vim+ Slug-	0	0
MB-0891	Macrophages Vim+ Slug-	0	0
MB-0893	Macrophages Vim+ Slug-	2	0.00152091254752852
MB-0895	Macrophages Vim+ Slug-	0	0
MB-0899	Macrophages Vim+ Slug-	0	0
MB-0901	Macrophages Vim+ Slug-	222	0.136615384615385
MB-0904	Macrophages Vim+ Slug-	3	0.00381679389312977
MB-0906	Macrophages Vim+ Slug-	49	0.0653333333333333
MB-0020	Macrophages Vim+ Slug+	0	0
MB-0081	Macrophages Vim+ Slug+	2	0.000677736360555744
MB-0114	Macrophages Vim+ Slug+	7	0.00915032679738562
MB-0117	Macrophages Vim+ Slug+	0	0
MB-0120	Macrophages Vim+ Slug+	17	0.0219638242894057
MB-0121	Macrophages Vim+ Slug+	1	0.00124223602484472
MB-0122	Macrophages Vim+ Slug+	8	0.00842105263157895
MB-0123	Macrophages Vim+ Slug+	14	0.0101596516690856
MB-0124	Macrophages Vim+ Slug+	3	0.00283018867924528
MB-0126	Macrophages Vim+ Slug+	5	0.00410172272354389
MB-0128	Macrophages Vim+ Slug+	5	0.00497512437810945
MB-0130	Macrophages Vim+ Slug+	0	0
MB-0131	Macrophages Vim+ Slug+	46	0.0275779376498801
MB-0133	Macrophages Vim+ Slug+	0	0
MB-0135	Macrophages Vim+ Slug+	1	0.000672947510094213
MB-0136	Macrophages Vim+ Slug+	11	0.0066747572815534
MB-0138	Macrophages Vim+ Slug+	0	0
MB-0139	Macrophages Vim+ Slug+	0	0
MB-0140	Macrophages Vim+ Slug+	8	0.00459770114942529
MB-0142	Macrophages Vim+ Slug+	2	0.00268817204301075
MB-0143	Macrophages Vim+ Slug+	1	0.000761614623000762
MB-0144	Macrophages Vim+ Slug+	0	0
MB-0145	Macrophages Vim+ Slug+	2	0.00203665987780041
MB-0150	Macrophages Vim+ Slug+	13	0.0108063175394846
MB-0151	Macrophages Vim+ Slug+	11	0.00956521739130435
MB-0152	Macrophages Vim+ Slug+	1	0.00793650793650794
MB-0153	Macrophages Vim+ Slug+	0	0
MB-0154	Macrophages Vim+ Slug+	0	0
MB-0158	Macrophages Vim+ Slug+	0	0
MB-0162	Macrophages Vim+ Slug+	0	0
MB-0163	Macrophages Vim+ Slug+	14	0.00974251913709116
MB-0164	Macrophages Vim+ Slug+	1	0.00239808153477218
MB-0165	Macrophages Vim+ Slug+	5	0.00430292598967298
MB-0166	Macrophages Vim+ Slug+	0	0
MB-0167	Macrophages Vim+ Slug+	9	0.00540216086434574
MB-0168	Macrophages Vim+ Slug+	7	0.00854700854700855
MB-0169	Macrophages Vim+ Slug+	0	0
MB-0170	Macrophages Vim+ Slug+	4	0.00346921075455334
MB-0173	Macrophages Vim+ Slug+	1	0.00546448087431694
MB-0174	Macrophages Vim+ Slug+	1	0.0010482180293501
MB-0175	Macrophages Vim+ Slug+	0	0
MB-0176	Macrophages Vim+ Slug+	12	0.0102127659574468
MB-0177	Macrophages Vim+ Slug+	2	0.00317460317460317
MB-0178	Macrophages Vim+ Slug+	1	0.000859845227858985
MB-0179	Macrophages Vim+ Slug+	3	0.00191204588910134
MB-0180	Macrophages Vim+ Slug+	1	0.000801924619085806
MB-0181	Macrophages Vim+ Slug+	7	0.00541376643464811
MB-0184	Macrophages Vim+ Slug+	48	0.0139616055846422
MB-0185	Macrophages Vim+ Slug+	18	0.0188284518828452
MB-0188	Macrophages Vim+ Slug+	3	0.00298804780876494
MB-0189	Macrophages Vim+ Slug+	1	0.00109769484083425
MB-0191	Macrophages Vim+ Slug+	3	0.0022238695329874
MB-0192	Macrophages Vim+ Slug+	0	0
MB-0193	Macrophages Vim+ Slug+	0	0
MB-0194	Macrophages Vim+ Slug+	0	0
MB-0197	Macrophages Vim+ Slug+	2	0.00995024875621891
MB-0198	Macrophages Vim+ Slug+	0	0
MB-0199	Macrophages Vim+ Slug+	48	0.0391517128874388
MB-0200	Macrophages Vim+ Slug+	131	0.113616652211622
MB-0201	Macrophages Vim+ Slug+	0	0
MB-0202	Macrophages Vim+ Slug+	2	0.00159616919393456
MB-0203	Macrophages Vim+ Slug+	104	0.0631451123254402
MB-0204	Macrophages Vim+ Slug+	0	0
MB-0205	Macrophages Vim+ Slug+	41	0.104060913705584
MB-0206	Macrophages Vim+ Slug+	52	0.0404669260700389
MB-0214	Macrophages Vim+ Slug+	0	0
MB-0218	Macrophages Vim+ Slug+	7	0.00717213114754098
MB-0220	Macrophages Vim+ Slug+	2	0.0032258064516129
MB-0221	Macrophages Vim+ Slug+	4	0.0018957345971564
MB-0222	Macrophages Vim+ Slug+	4	0.00355871886120996
MB-0223	Macrophages Vim+ Slug+	2	0.00263504611330698
MB-0224	Macrophages Vim+ Slug+	4	0.00704225352112676
MB-0225	Macrophages Vim+ Slug+	14	0.0135135135135135
MB-0227	Macrophages Vim+ Slug+	11	0.00810611643330877
MB-0228	Macrophages Vim+ Slug+	0	0
MB-0232	Macrophages Vim+ Slug+	1	0.00118063754427391
MB-0233	Macrophages Vim+ Slug+	2	0.00542005420054201
MB-0235	Macrophages Vim+ Slug+	6	0.00427046263345196
MB-0236	Macrophages Vim+ Slug+	0	0
MB-0238	Macrophages Vim+ Slug+	34	0.0191981931112366
MB-0239	Macrophages Vim+ Slug+	0	0
MB-0241	Macrophages Vim+ Slug+	0	0
MB-0242	Macrophages Vim+ Slug+	0	0
MB-0243	Macrophages Vim+ Slug+	2	0.00153846153846154
MB-0244	Macrophages Vim+ Slug+	0	0
MB-0245	Macrophages Vim+ Slug+	2	0.0015600624024961
MB-0248	Macrophages Vim+ Slug+	7	0.00764192139737991
MB-0249	Macrophages Vim+ Slug+	0	0
MB-0258	Macrophages Vim+ Slug+	1	0.00200400801603206
MB-0259	Macrophages Vim+ Slug+	1	0.0012970168612192
MB-0260	Macrophages Vim+ Slug+	61	0.0600393700787402
MB-0262	Macrophages Vim+ Slug+	5	0.004
MB-0263	Macrophages Vim+ Slug+	0	0
MB-0264	Macrophages Vim+ Slug+	6	0.0109489051094891
MB-0265	Macrophages Vim+ Slug+	0	0
MB-0268	Macrophages Vim+ Slug+	70	0.110584518167457
MB-0269	Macrophages Vim+ Slug+	4	0.0038572806171649
MB-0272	Macrophages Vim+ Slug+	0	0
MB-0273	Macrophages Vim+ Slug+	0	0
MB-0275	Macrophages Vim+ Slug+	0	0
MB-0278	Macrophages Vim+ Slug+	0	0
MB-0279	Macrophages Vim+ Slug+	21	0.0159695817490494
MB-0280	Macrophages Vim+ Slug+	0	0
MB-0283	Macrophages Vim+ Slug+	32	0.0160240360540811
MB-0285	Macrophages Vim+ Slug+	6	0.00401875418620228
MB-0286	Macrophages Vim+ Slug+	1	0.00324675324675325
MB-0287	Macrophages Vim+ Slug+	1	0.00116144018583043
MB-0288	Macrophages Vim+ Slug+	0	0
MB-0289	Macrophages Vim+ Slug+	3	0.00371287128712871
MB-0291	Macrophages Vim+ Slug+	2	0.00146412884333821
MB-0292	Macrophages Vim+ Slug+	3	0.00325379609544469
MB-0294	Macrophages Vim+ Slug+	4	0.00648298217179903
MB-0301	Macrophages Vim+ Slug+	6	0.0056232427366448
MB-0302	Macrophages Vim+ Slug+	1	0.01
MB-0304	Macrophages Vim+ Slug+	4	0.00279134682484299
MB-0305	Macrophages Vim+ Slug+	16	0.0128410914927769
MB-0307	Macrophages Vim+ Slug+	2	0.0015625
MB-0308	Macrophages Vim+ Slug+	0	0
MB-0309	Macrophages Vim+ Slug+	2	0.00207684319833853
MB-0311	Macrophages Vim+ Slug+	0	0
MB-0312	Macrophages Vim+ Slug+	1	0.000533049040511727
MB-0314	Macrophages Vim+ Slug+	2	0.00122699386503067
MB-0316	Macrophages Vim+ Slug+	0	0
MB-0318	Macrophages Vim+ Slug+	0	0
MB-0319	Macrophages Vim+ Slug+	0	0
MB-0320	Macrophages Vim+ Slug+	0	0
MB-0321	Macrophages Vim+ Slug+	8	0.00447677672076105
MB-0322	Macrophages Vim+ Slug+	9	0.0052417006406523
MB-0324	Macrophages Vim+ Slug+	0	0
MB-0325	Macrophages Vim+ Slug+	0	0
MB-0333	Macrophages Vim+ Slug+	72	0.062015503875969
MB-0336	Macrophages Vim+ Slug+	0	0
MB-0339	Macrophages Vim+ Slug+	1	0.000841042893187553
MB-0340	Macrophages Vim+ Slug+	2	0.000982800982800983
MB-0342	Macrophages Vim+ Slug+	1	0.00272479564032698
MB-0343	Macrophages Vim+ Slug+	2	0.00172117039586919
MB-0344	Macrophages Vim+ Slug+	1	0.00156494522691706
MB-0345	Macrophages Vim+ Slug+	0	0
MB-0347	Macrophages Vim+ Slug+	31	0.0318275154004107
MB-0349	Macrophages Vim+ Slug+	1	0.00145137880986938
MB-0350	Macrophages Vim+ Slug+	0	0
MB-0351	Macrophages Vim+ Slug+	2	0.0024906600249066
MB-0353	Macrophages Vim+ Slug+	5	0.00574052812858783
MB-0354	Macrophages Vim+ Slug+	0	0
MB-0356	Macrophages Vim+ Slug+	1	0.00217391304347826
MB-0359	Macrophages Vim+ Slug+	17	0.024390243902439
MB-0360	Macrophages Vim+ Slug+	74	0.0579483163664839
MB-0361	Macrophages Vim+ Slug+	0	0
MB-0362	Macrophages Vim+ Slug+	1	0.00116414435389988
MB-0363	Macrophages Vim+ Slug+	1	0.000553403431101273
MB-0364	Macrophages Vim+ Slug+	0	0
MB-0365	Macrophages Vim+ Slug+	0	0
MB-0366	Macrophages Vim+ Slug+	1	0.000738552437223043
MB-0367	Macrophages Vim+ Slug+	2	0.0027027027027027
MB-0369	Macrophages Vim+ Slug+	0	0
MB-0370	Macrophages Vim+ Slug+	0	0
MB-0375	Macrophages Vim+ Slug+	2	0.0014903129657228
MB-0377	Macrophages Vim+ Slug+	3	0.00292397660818713
MB-0378	Macrophages Vim+ Slug+	2	0.00344827586206897
MB-0379	Macrophages Vim+ Slug+	1	0.000816993464052288
MB-0380	Macrophages Vim+ Slug+	2	0.00167926112510495
MB-0382	Macrophages Vim+ Slug+	3	0.00810810810810811
MB-0383	Macrophages Vim+ Slug+	4	0.00517464424320828
MB-0384	Macrophages Vim+ Slug+	1	0.000846740050804403
MB-0385	Macrophages Vim+ Slug+	32	0.0306807286673058
MB-0386	Macrophages Vim+ Slug+	0	0
MB-0388	Macrophages Vim+ Slug+	0	0
MB-0389	Macrophages Vim+ Slug+	3	0.00199733688415446
MB-0390	Macrophages Vim+ Slug+	2	0.00210304942166141
MB-0392	Macrophages Vim+ Slug+	1	0.00537634408602151
MB-0393	Macrophages Vim+ Slug+	3	0.00254022015241321
MB-0394	Macrophages Vim+ Slug+	15	0.00662544169611307
MB-0395	Macrophages Vim+ Slug+	0	0
MB-0396	Macrophages Vim+ Slug+	0	0
MB-0397	Macrophages Vim+ Slug+	1	0.000784313725490196
MB-0398	Macrophages Vim+ Slug+	2	0.00282885431400283
MB-0399	Macrophages Vim+ Slug+	4	0.00484261501210654
MB-0400	Macrophages Vim+ Slug+	0	0
MB-0401	Macrophages Vim+ Slug+	2	0.00216684723726977
MB-0404	Macrophages Vim+ Slug+	3	0.005
MB-0405	Macrophages Vim+ Slug+	10	0.00924214417744917
MB-0406	Macrophages Vim+ Slug+	0	0
MB-0408	Macrophages Vim+ Slug+	5	0.00432900432900433
MB-0410	Macrophages Vim+ Slug+	3	0.00263620386643234
MB-0412	Macrophages Vim+ Slug+	5	0.00544069640914037
MB-0413	Macrophages Vim+ Slug+	0	0
MB-0414	Macrophages Vim+ Slug+	3	0.00166389351081531
MB-0417	Macrophages Vim+ Slug+	6	0.005819592628516
MB-0418	Macrophages Vim+ Slug+	26	0.0318237454100367
MB-0419	Macrophages Vim+ Slug+	2	0.00160384923817161
MB-0420	Macrophages Vim+ Slug+	1	0.0018796992481203
MB-0421	Macrophages Vim+ Slug+	10	0.0125
MB-0422	Macrophages Vim+ Slug+	0	0
MB-0423	Macrophages Vim+ Slug+	5	0.00609013398294762
MB-0425	Macrophages Vim+ Slug+	2	0.00111982082866741
MB-0426	Macrophages Vim+ Slug+	0	0
MB-0427	Macrophages Vim+ Slug+	0	0
MB-0429	Macrophages Vim+ Slug+	28	0.0144107050952136
MB-0431	Macrophages Vim+ Slug+	4	0.00642054574638844
MB-0432	Macrophages Vim+ Slug+	0	0
MB-0434	Macrophages Vim+ Slug+	7	0.00570032573289902
MB-0438	Macrophages Vim+ Slug+	15	0.0180505415162455
MB-0439	Macrophages Vim+ Slug+	0	0
MB-0440	Macrophages Vim+ Slug+	0	0
MB-0442	Macrophages Vim+ Slug+	0	0
MB-0443	Macrophages Vim+ Slug+	0	0
MB-0444	Macrophages Vim+ Slug+	0	0
MB-0445	Macrophages Vim+ Slug+	0	0
MB-0446	Macrophages Vim+ Slug+	17	0.0166994106090373
MB-0448	Macrophages Vim+ Slug+	2	0.00212314225053079
MB-0449	Macrophages Vim+ Slug+	0	0
MB-0451	Macrophages Vim+ Slug+	5	0.00547645125958379
MB-0453	Macrophages Vim+ Slug+	13	0.0148741418764302
MB-0454	Macrophages Vim+ Slug+	19	0.0158995815899582
MB-0455	Macrophages Vim+ Slug+	2	0.00181983621474067
MB-0458	Macrophages Vim+ Slug+	18	0.0405405405405405
MB-0459	Macrophages Vim+ Slug+	13	0.0102766798418972
MB-0460	Macrophages Vim+ Slug+	3	0.012396694214876
MB-0462	Macrophages Vim+ Slug+	0	0
MB-0464	Macrophages Vim+ Slug+	6	0.0342857142857143
MB-0465	Macrophages Vim+ Slug+	0	0
MB-0467	Macrophages Vim+ Slug+	5	0.00564334085778781
MB-0468	Macrophages Vim+ Slug+	8	0.0237388724035608
MB-0470	Macrophages Vim+ Slug+	1	0.00107874865156419
MB-0471	Macrophages Vim+ Slug+	0	0
MB-0475	Macrophages Vim+ Slug+	92	0.052812858783008
MB-0476	Macrophages Vim+ Slug+	168	0.14070351758794
MB-0478	Macrophages Vim+ Slug+	0	0
MB-0479	Macrophages Vim+ Slug+	11	0.0241758241758242
MB-0480	Macrophages Vim+ Slug+	0	0
MB-0481	Macrophages Vim+ Slug+	0	0
MB-0482	Macrophages Vim+ Slug+	27	0.0272452068617558
MB-0483	Macrophages Vim+ Slug+	19	0.0182516810758886
MB-0484	Macrophages Vim+ Slug+	15	0.0103092783505155
MB-0485	Macrophages Vim+ Slug+	49	0.0376344086021505
MB-0486	Macrophages Vim+ Slug+	16	0.00766283524904215
MB-0487	Macrophages Vim+ Slug+	0	0
MB-0488	Macrophages Vim+ Slug+	1	0.000719424460431655
MB-0490	Macrophages Vim+ Slug+	0	0
MB-0491	Macrophages Vim+ Slug+	3	0.00196592398427261
MB-0492	Macrophages Vim+ Slug+	25	0.0228102189781022
MB-0494	Macrophages Vim+ Slug+	32	0.0206985769728331
MB-0495	Macrophages Vim+ Slug+	14	0.0124777183600713
MB-0496	Macrophages Vim+ Slug+	1	0.0099009900990099
MB-0501	Macrophages Vim+ Slug+	79	0.0256077795786062
MB-0502	Macrophages Vim+ Slug+	29	0.0225856697819315
MB-0503	Macrophages Vim+ Slug+	13	0.0183356840620592
MB-0504	Macrophages Vim+ Slug+	2	0.00443458980044346
MB-0505	Macrophages Vim+ Slug+	0	0
MB-0508	Macrophages Vim+ Slug+	10	0.00815660685154975
MB-0511	Macrophages Vim+ Slug+	1	0.00143884892086331
MB-0512	Macrophages Vim+ Slug+	0	0
MB-0513	Macrophages Vim+ Slug+	3	0.00129366106080207
MB-0516	Macrophages Vim+ Slug+	5	0.00460405156537753
MB-0519	Macrophages Vim+ Slug+	13	0.012275731822474
MB-0521	Macrophages Vim+ Slug+	0	0
MB-0524	Macrophages Vim+ Slug+	0	0
MB-0525	Macrophages Vim+ Slug+	10	0.00742942050520059
MB-0526	Macrophages Vim+ Slug+	26	0.0156532209512342
MB-0527	Macrophages Vim+ Slug+	54	0.0249192431933549
MB-0528	Macrophages Vim+ Slug+	20	0.0175592625109745
MB-0529	Macrophages Vim+ Slug+	0	0
MB-0531	Macrophages Vim+ Slug+	59	0.0971993410214168
MB-0532	Macrophages Vim+ Slug+	1	0.000901713255184851
MB-0536	Macrophages Vim+ Slug+	1	0.000977517106549365
MB-0537	Macrophages Vim+ Slug+	0	0
MB-0538	Macrophages Vim+ Slug+	3	0.0014720314033366
MB-0542	Macrophages Vim+ Slug+	48	0.0300187617260788
MB-0543	Macrophages Vim+ Slug+	5	0.00580046403712297
MB-0544	Macrophages Vim+ Slug+	7	0.00470114170584285
MB-0545	Macrophages Vim+ Slug+	0	0
MB-0547	Macrophages Vim+ Slug+	0	0
MB-0549	Macrophages Vim+ Slug+	4	0.00310318076027929
MB-0552	Macrophages Vim+ Slug+	6	0.00559701492537313
MB-0553	Macrophages Vim+ Slug+	1	0.00134228187919463
MB-0554	Macrophages Vim+ Slug+	0	0
MB-0558	Macrophages Vim+ Slug+	0	0
MB-0568	Macrophages Vim+ Slug+	1	0.000846740050804403
MB-0569	Macrophages Vim+ Slug+	3	0.00323974082073434
MB-0570	Macrophages Vim+ Slug+	13	0.00841968911917098
MB-0571	Macrophages Vim+ Slug+	3	0.00440528634361234
MB-0573	Macrophages Vim+ Slug+	23	0.0343283582089552
MB-0574	Macrophages Vim+ Slug+	9	0.00654545454545455
MB-0575	Macrophages Vim+ Slug+	27	0.0149006622516556
MB-0576	Macrophages Vim+ Slug+	3	0.00229357798165138
MB-0577	Macrophages Vim+ Slug+	6	0.0212765957446809
MB-0578	Macrophages Vim+ Slug+	0	0
MB-0579	Macrophages Vim+ Slug+	7	0.00391717963066592
MB-0580	Macrophages Vim+ Slug+	6	0.00367647058823529
MB-0581	Macrophages Vim+ Slug+	12	0.00723763570566948
MB-0582	Macrophages Vim+ Slug+	1	0.000558347292015634
MB-0583	Macrophages Vim+ Slug+	10	0.00472143531633617
MB-0584	Macrophages Vim+ Slug+	153	0.141929499072356
MB-0585	Macrophages Vim+ Slug+	41	0.0630769230769231
MB-0586	Macrophages Vim+ Slug+	7	0.00423985463355542
MB-0587	Macrophages Vim+ Slug+	1	0.0142857142857143
MB-0588	Macrophages Vim+ Slug+	9	0.00707547169811321
MB-0589	Macrophages Vim+ Slug+	7	0.00563607085346216
MB-0590	Macrophages Vim+ Slug+	49	0.0630630630630631
MB-0591	Macrophages Vim+ Slug+	5	0.00493096646942801
MB-0593	Macrophages Vim+ Slug+	4	0.00860215053763441
MB-0594	Macrophages Vim+ Slug+	34	0.0251293422025129
MB-0596	Macrophages Vim+ Slug+	36	0.0214413341274568
MB-0597	Macrophages Vim+ Slug+	0	0
MB-0598	Macrophages Vim+ Slug+	0	0
MB-0599	Macrophages Vim+ Slug+	1	0.000697836706210747
MB-0600	Macrophages Vim+ Slug+	1	0.000672947510094213
MB-0601	Macrophages Vim+ Slug+	42	0.0497041420118343
MB-0603	Macrophages Vim+ Slug+	3	0.00365408038976857
MB-0605	Macrophages Vim+ Slug+	12	0.0151898734177215
MB-0607	Macrophages Vim+ Slug+	3	0.00226757369614512
MB-0608	Macrophages Vim+ Slug+	2	0.00134498991257566
MB-0609	Macrophages Vim+ Slug+	39	0.0169712793733681
MB-0610	Macrophages Vim+ Slug+	9	0.00706991358994501
MB-0611	Macrophages Vim+ Slug+	15	0.0340909090909091
MB-0613	Macrophages Vim+ Slug+	14	0.0116182572614108
MB-0614	Macrophages Vim+ Slug+	2	0.00267737617135207
MB-0616	Macrophages Vim+ Slug+	3	0.00436046511627907
MB-0618	Macrophages Vim+ Slug+	0	0
MB-0620	Macrophages Vim+ Slug+	13	0.00987841945288754
MB-0621	Macrophages Vim+ Slug+	0	0
MB-0623	Macrophages Vim+ Slug+	1	0.00301204819277108
MB-0624	Macrophages Vim+ Slug+	0	0
MB-0626	Macrophages Vim+ Slug+	76	0.0567587752053772
MB-0628	Macrophages Vim+ Slug+	2	0.00115606936416185
MB-0630	Macrophages Vim+ Slug+	0	0
MB-0631	Macrophages Vim+ Slug+	5	0.00645161290322581
MB-0634	Macrophages Vim+ Slug+	0	0
MB-0635	Macrophages Vim+ Slug+	0	0
MB-0636	Macrophages Vim+ Slug+	0	0
MB-0637	Macrophages Vim+ Slug+	8	0.00714285714285714
MB-0638	Macrophages Vim+ Slug+	6	0.014218009478673
MB-0641	Macrophages Vim+ Slug+	6	0.00764331210191083
MB-0642	Macrophages Vim+ Slug+	0	0
MB-0643	Macrophages Vim+ Slug+	5	0.004359197907585
MB-0644	Macrophages Vim+ Slug+	6	0.00457317073170732
MB-0646	Macrophages Vim+ Slug+	9	0.00570703868103995
MB-0652	Macrophages Vim+ Slug+	1	0.0012987012987013
MB-0653	Macrophages Vim+ Slug+	17	0.0178571428571429
MB-0654	Macrophages Vim+ Slug+	0	0
MB-0657	Macrophages Vim+ Slug+	8	0.0100250626566416
MB-0658	Macrophages Vim+ Slug+	0	0
MB-0659	Macrophages Vim+ Slug+	0	0
MB-0660	Macrophages Vim+ Slug+	4	0.00376293508936971
MB-0661	Macrophages Vim+ Slug+	18	0.0115904700579523
