sample	celltype	frequency	proportion
MB-0020	B cells	1	0.00571428571428571
MB-0081	B cells	46	0.0155879362927821
MB-0114	B cells	1	0.00130718954248366
MB-0117	B cells	0	0
MB-0120	B cells	6	0.00775193798449612
MB-0121	B cells	0	0
MB-0122	B cells	0	0
MB-0123	B cells	0	0
MB-0124	B cells	0	0
MB-0126	B cells	3	0.00246103363412633
MB-0128	B cells	121	0.120398009950249
MB-0130	B cells	0	0
MB-0131	B cells	1	0.000599520383693046
MB-0133	B cells	0	0
MB-0135	B cells	0	0
MB-0136	B cells	1	0.000606796116504854
MB-0138	B cells	0	0
MB-0139	B cells	3	0.00630252100840336
MB-0140	B cells	1	0.000574712643678161
MB-0142	B cells	0	0
MB-0143	B cells	1	0.000761614623000762
MB-0144	B cells	0	0
MB-0145	B cells	25	0.0254582484725051
MB-0150	B cells	3	0.00249376558603491
MB-0151	B cells	62	0.0539130434782609
MB-0152	B cells	2	0.0158730158730159
MB-0153	B cells	1	0.00103842159916926
MB-0154	B cells	0	0
MB-0158	B cells	0	0
MB-0162	B cells	0	0
MB-0163	B cells	0	0
MB-0164	B cells	12	0.0287769784172662
MB-0165	B cells	6	0.00516351118760757
MB-0166	B cells	0	0
MB-0167	B cells	0	0
MB-0168	B cells	0	0
MB-0169	B cells	0	0
MB-0170	B cells	3	0.002601908065915
MB-0173	B cells	1	0.00546448087431694
MB-0174	B cells	0	0
MB-0175	B cells	0	0
MB-0176	B cells	3	0.0025531914893617
MB-0177	B cells	0	0
MB-0178	B cells	1	0.000859845227858985
MB-0179	B cells	2	0.00127469725940089
MB-0180	B cells	0	0
MB-0181	B cells	0	0
MB-0184	B cells	1	0.00029086678301338
MB-0185	B cells	0	0
MB-0188	B cells	0	0
MB-0189	B cells	0	0
MB-0191	B cells	0	0
MB-0192	B cells	0	0
MB-0193	B cells	2	0.00819672131147541
MB-0194	B cells	0	0
MB-0197	B cells	1	0.00497512437810945
MB-0198	B cells	0	0
MB-0199	B cells	1	0.000815660685154976
MB-0200	B cells	3	0.002601908065915
MB-0201	B cells	0	0
MB-0202	B cells	0	0
MB-0203	B cells	0	0
MB-0204	B cells	0	0
MB-0205	B cells	2	0.0050761421319797
MB-0206	B cells	9	0.00700389105058366
MB-0214	B cells	0	0
MB-0218	B cells	19	0.0194672131147541
MB-0220	B cells	0	0
MB-0221	B cells	11	0.00521327014218009
MB-0222	B cells	4	0.00355871886120996
MB-0223	B cells	0	0
MB-0224	B cells	0	0
MB-0225	B cells	0	0
MB-0227	B cells	0	0
MB-0228	B cells	0	0
MB-0232	B cells	0	0
MB-0233	B cells	38	0.102981029810298
MB-0235	B cells	0	0
MB-0236	B cells	0	0
MB-0238	B cells	262	0.147939017504235
MB-0239	B cells	57	0.107344632768362
MB-0241	B cells	0	0
MB-0242	B cells	5	0.0204081632653061
MB-0243	B cells	0	0
MB-0244	B cells	5	0.0267379679144385
MB-0245	B cells	5	0.00390015600624025
MB-0248	B cells	0	0
MB-0249	B cells	0	0
MB-0258	B cells	0	0
MB-0259	B cells	4	0.00518806744487678
MB-0260	B cells	5	0.00492125984251968
MB-0262	B cells	0	0
MB-0263	B cells	0	0
MB-0264	B cells	0	0
MB-0265	B cells	0	0
MB-0268	B cells	0	0
MB-0269	B cells	0	0
MB-0272	B cells	0	0
MB-0273	B cells	0	0
MB-0275	B cells	0	0
MB-0278	B cells	1	0.00117096018735363
MB-0279	B cells	1	0.000760456273764259
MB-0280	B cells	0	0
MB-0283	B cells	5	0.00250375563345018
MB-0285	B cells	0	0
MB-0286	B cells	0	0
MB-0287	B cells	0	0
MB-0288	B cells	0	0
MB-0289	B cells	63	0.077970297029703
MB-0291	B cells	0	0
MB-0292	B cells	0	0
MB-0294	B cells	0	0
MB-0301	B cells	0	0
MB-0302	B cells	2	0.02
MB-0304	B cells	0	0
MB-0305	B cells	0	0
MB-0307	B cells	10	0.0078125
MB-0308	B cells	2	0.0017921146953405
MB-0309	B cells	0	0
MB-0311	B cells	0	0
MB-0312	B cells	0	0
MB-0314	B cells	0	0
MB-0316	B cells	20	0.0209863588667366
MB-0318	B cells	0	0
MB-0319	B cells	0	0
MB-0320	B cells	0	0
MB-0321	B cells	0	0
MB-0322	B cells	0	0
MB-0324	B cells	0	0
MB-0325	B cells	0	0
MB-0333	B cells	0	0
MB-0336	B cells	0	0
MB-0339	B cells	1	0.000841042893187553
MB-0340	B cells	2	0.000982800982800983
MB-0342	B cells	0	0
MB-0343	B cells	0	0
MB-0344	B cells	0	0
MB-0345	B cells	2	0.002460024600246
MB-0347	B cells	2	0.00205338809034908
MB-0349	B cells	2	0.00290275761973875
MB-0350	B cells	0	0
MB-0351	B cells	0	0
MB-0353	B cells	0	0
MB-0354	B cells	0	0
MB-0356	B cells	0	0
MB-0359	B cells	35	0.0502152080344333
MB-0360	B cells	0	0
MB-0361	B cells	0	0
MB-0362	B cells	0	0
MB-0363	B cells	12	0.00664084117321527
MB-0364	B cells	1	0.00212314225053079
MB-0365	B cells	0	0
MB-0366	B cells	0	0
MB-0367	B cells	0	0
MB-0369	B cells	0	0
MB-0370	B cells	0	0
MB-0375	B cells	15	0.011177347242921
MB-0377	B cells	0	0
MB-0378	B cells	0	0
MB-0379	B cells	1	0.000816993464052288
MB-0380	B cells	0	0
MB-0382	B cells	0	0
MB-0383	B cells	0	0
MB-0384	B cells	0	0
MB-0385	B cells	0	0
MB-0386	B cells	0	0
MB-0388	B cells	43	0.0548469387755102
MB-0389	B cells	1	0.00066577896138482
MB-0390	B cells	1	0.0010515247108307
MB-0392	B cells	0	0
MB-0393	B cells	4	0.00338696020321761
MB-0394	B cells	0	0
MB-0395	B cells	0	0
MB-0396	B cells	0	0
MB-0397	B cells	0	0
MB-0398	B cells	0	0
MB-0399	B cells	0	0
MB-0400	B cells	1	0.000878734622144112
MB-0401	B cells	0	0
MB-0404	B cells	0	0
MB-0405	B cells	0	0
MB-0406	B cells	28	0.0912052117263844
MB-0408	B cells	1	0.000865800865800866
MB-0410	B cells	7	0.00615114235500879
MB-0412	B cells	0	0
MB-0413	B cells	498	0.269918699186992
MB-0414	B cells	0	0
MB-0417	B cells	0	0
MB-0418	B cells	0	0
MB-0419	B cells	0	0
MB-0420	B cells	0	0
MB-0421	B cells	0	0
MB-0422	B cells	0	0
MB-0423	B cells	49	0.0596833130328867
MB-0425	B cells	0	0
MB-0426	B cells	0	0
MB-0427	B cells	8	0.00991325898389095
MB-0429	B cells	0	0
MB-0431	B cells	1	0.00160513643659711
MB-0432	B cells	4	0.0106951871657754
MB-0434	B cells	34	0.0276872964169381
MB-0438	B cells	19	0.022864019253911
MB-0439	B cells	1	0.000765110941086458
MB-0440	B cells	3	0.0036144578313253
MB-0442	B cells	0	0
MB-0443	B cells	1	0.00106951871657754
MB-0444	B cells	0	0
MB-0445	B cells	0	0
MB-0446	B cells	4	0.00392927308447937
MB-0448	B cells	0	0
MB-0449	B cells	0	0
MB-0451	B cells	1	0.00109529025191676
MB-0453	B cells	0	0
MB-0454	B cells	1	0.000836820083682008
MB-0455	B cells	85	0.0773430391264786
MB-0458	B cells	1	0.00225225225225225
MB-0459	B cells	0	0
MB-0460	B cells	0	0
MB-0462	B cells	19	0.0510752688172043
MB-0464	B cells	1	0.00571428571428571
MB-0465	B cells	1	0.000594883997620464
MB-0467	B cells	0	0
MB-0468	B cells	0	0
MB-0470	B cells	3	0.00323624595469256
MB-0471	B cells	0	0
MB-0475	B cells	0	0
MB-0476	B cells	2	0.0016750418760469
MB-0478	B cells	0	0
MB-0479	B cells	0	0
MB-0480	B cells	3	0.00505902192242833
MB-0481	B cells	2	0.00118694362017804
MB-0482	B cells	2	0.00201816347124117
MB-0483	B cells	8	0.00768491834774256
MB-0484	B cells	0	0
MB-0485	B cells	14	0.010752688172043
MB-0486	B cells	0	0
MB-0487	B cells	0	0
MB-0488	B cells	0	0
MB-0490	B cells	0	0
MB-0491	B cells	0	0
MB-0492	B cells	0	0
MB-0494	B cells	2	0.00129366106080207
MB-0495	B cells	1	0.00089126559714795
MB-0496	B cells	0	0
MB-0501	B cells	0	0
MB-0502	B cells	2	0.00155763239875389
MB-0503	B cells	0	0
MB-0504	B cells	0	0
MB-0505	B cells	1	0.00239808153477218
MB-0508	B cells	3	0.00244698205546493
MB-0511	B cells	0	0
MB-0512	B cells	0	0
MB-0513	B cells	0	0
MB-0516	B cells	0	0
MB-0519	B cells	30	0.028328611898017
MB-0521	B cells	57	0.0472636815920398
MB-0524	B cells	0	0
MB-0525	B cells	2	0.00148588410104012
MB-0526	B cells	0	0
MB-0527	B cells	0	0
MB-0528	B cells	1	0.000877963125548727
MB-0529	B cells	0	0
MB-0531	B cells	0	0
MB-0532	B cells	0	0
MB-0536	B cells	0	0
MB-0537	B cells	0	0
MB-0538	B cells	13	0.00637880274779195
MB-0542	B cells	4	0.00250156347717323
MB-0543	B cells	1	0.00116009280742459
MB-0544	B cells	1	0.000671591672263264
MB-0545	B cells	0	0
MB-0547	B cells	0	0
MB-0549	B cells	1	0.000775795190069822
MB-0552	B cells	248	0.23134328358209
MB-0553	B cells	73	0.0979865771812081
MB-0554	B cells	0	0
MB-0558	B cells	5	0.0746268656716418
MB-0568	B cells	5	0.00423370025402202
MB-0569	B cells	0	0
MB-0570	B cells	0	0
MB-0571	B cells	1	0.00146842878120411
MB-0573	B cells	0	0
MB-0574	B cells	0	0
MB-0575	B cells	0	0
MB-0576	B cells	0	0
MB-0577	B cells	0	0
MB-0578	B cells	0	0
MB-0579	B cells	0	0
MB-0580	B cells	7	0.00428921568627451
MB-0581	B cells	0	0
MB-0582	B cells	0	0
MB-0583	B cells	0	0
MB-0584	B cells	0	0
MB-0585	B cells	0	0
MB-0586	B cells	17	0.0102967898243489
MB-0587	B cells	0	0
MB-0588	B cells	3	0.00235849056603774
MB-0589	B cells	3	0.00241545893719807
MB-0590	B cells	0	0
MB-0591	B cells	0	0
MB-0593	B cells	2	0.0043010752688172
MB-0594	B cells	0	0
MB-0596	B cells	0	0
MB-0597	B cells	0	0
MB-0598	B cells	0	0
MB-0599	B cells	0	0
MB-0600	B cells	0	0
MB-0601	B cells	0	0
MB-0603	B cells	0	0
MB-0605	B cells	0	0
MB-0607	B cells	18	0.0136054421768707
MB-0608	B cells	9	0.00605245460659045
MB-0609	B cells	7	0.0030461270670148
MB-0610	B cells	61	0.0479183032207384
MB-0611	B cells	0	0
MB-0613	B cells	1	0.000829875518672199
MB-0614	B cells	0	0
MB-0616	B cells	0	0
MB-0618	B cells	0	0
MB-0620	B cells	359	0.272796352583587
MB-0621	B cells	0	0
MB-0623	B cells	0	0
MB-0624	B cells	1	0.00302114803625378
MB-0626	B cells	2	0.00149365197908887
MB-0628	B cells	0	0
MB-0630	B cells	0	0
MB-0631	B cells	3	0.00387096774193548
MB-0634	B cells	0	0
MB-0635	B cells	0	0
MB-0636	B cells	1	0.00190839694656489
MB-0637	B cells	45	0.0401785714285714
MB-0638	B cells	0	0
MB-0641	B cells	34	0.043312101910828
MB-0642	B cells	0	0
MB-0643	B cells	3	0.002615518744551
MB-0644	B cells	0	0
MB-0646	B cells	1	0.000634115409004439
MB-0652	B cells	1	0.0012987012987013
MB-0653	B cells	0	0
MB-0654	B cells	0	0
MB-0657	B cells	3	0.0037593984962406
MB-0658	B cells	210	0.432098765432099
MB-0659	B cells	0	0
MB-0660	B cells	0	0
MB-0661	B cells	0	0
MB-0662	B cells	54	0.0436187399030695
MB-0664	B cells	0	0
MB-0666	B cells	0	0
MB-0869	B cells	0	0
MB-0872	B cells	0	0
MB-0874	B cells	1	0.00138121546961326
MB-0877	B cells	0	0
MB-0880	B cells	0	0
MB-0882	B cells	0	0
MB-0884	B cells	3	0.0029585798816568
MB-0891	B cells	0	0
MB-0893	B cells	0	0
MB-0895	B cells	41	0.106493506493506
MB-0899	B cells	1	0.000912408759124088
MB-0901	B cells	0	0
MB-0904	B cells	0	0
MB-0906	B cells	0	0
MB-0020	cancer	55	0.314285714285714
MB-0081	cancer	1131	0.383259911894273
MB-0114	cancer	390	0.509803921568627
MB-0117	cancer	1083	0.741273100616016
MB-0120	cancer	393	0.507751937984496
MB-0121	cancer	294	0.365217391304348
MB-0122	cancer	448	0.471578947368421
MB-0123	cancer	958	0.695210449927431
MB-0124	cancer	811	0.765094339622642
MB-0126	cancer	770	0.631665299425759
MB-0128	cancer	256	0.254726368159204
MB-0130	cancer	668	0.767816091954023
MB-0131	cancer	869	0.520983213429257
MB-0133	cancer	2	0.0454545454545455
MB-0135	cancer	1310	0.881561238223419
MB-0136	cancer	869	0.527305825242718
MB-0138	cancer	331	0.434954007884363
MB-0139	cancer	244	0.512605042016807
MB-0140	cancer	1434	0.824137931034483
MB-0142	cancer	678	0.911290322580645
MB-0143	cancer	1065	0.811119573495811
MB-0144	cancer	651	0.723333333333333
MB-0145	cancer	314	0.319755600814664
MB-0150	cancer	953	0.792186201163757
MB-0151	cancer	92	0.08
MB-0152	cancer	8	0.0634920634920635
MB-0153	cancer	15	0.0155763239875389
MB-0154	cancer	324	0.57243816254417
MB-0158	cancer	451	0.982570806100218
MB-0162	cancer	12	0.141176470588235
MB-0163	cancer	540	0.375782881002088
MB-0164	cancer	11	0.026378896882494
MB-0165	cancer	630	0.542168674698795
MB-0166	cancer	251	0.485493230174081
MB-0167	cancer	1517	0.910564225690276
MB-0168	cancer	532	0.64957264957265
MB-0169	cancer	90	0.260869565217391
MB-0170	cancer	177	0.153512575888985
MB-0173	cancer	19	0.103825136612022
MB-0174	cancer	612	0.641509433962264
MB-0175	cancer	659	0.657684630738523
MB-0176	cancer	899	0.765106382978723
MB-0177	cancer	475	0.753968253968254
MB-0178	cancer	665	0.571797076526225
MB-0179	cancer	929	0.592096876991714
MB-0180	cancer	912	0.731355252606255
MB-0181	cancer	968	0.748646558391338
MB-0184	cancer	2532	0.736474694589878
MB-0185	cancer	650	0.679916317991632
MB-0188	cancer	885	0.881474103585657
MB-0189	cancer	427	0.468715697036224
MB-0191	cancer	1154	0.855448480355819
MB-0192	cancer	419	0.518564356435644
MB-0193	cancer	110	0.450819672131148
MB-0194	cancer	689	0.581925675675676
MB-0197	cancer	30	0.149253731343284
MB-0198	cancer	609	0.456864216054014
MB-0199	cancer	68	0.0554649265905383
MB-0200	cancer	591	0.512575888985256
MB-0201	cancer	384	0.662068965517241
MB-0202	cancer	719	0.573822825219473
MB-0203	cancer	934	0.56709168184578
MB-0204	cancer	8	0.0346320346320346
MB-0205	cancer	152	0.385786802030457
MB-0206	cancer	674	0.524513618677043
MB-0214	cancer	23	0.107476635514019
MB-0218	cancer	645	0.660860655737705
MB-0220	cancer	525	0.846774193548387
MB-0221	cancer	1422	0.673933649289099
MB-0222	cancer	450	0.400355871886121
MB-0223	cancer	279	0.367588932806324
MB-0224	cancer	294	0.517605633802817
MB-0225	cancer	754	0.727799227799228
MB-0227	cancer	1090	0.803242446573324
MB-0228	cancer	4	0.0754716981132075
MB-0232	cancer	667	0.787485242030697
MB-0233	cancer	22	0.0596205962059621
MB-0235	cancer	1074	0.7644128113879
MB-0236	cancer	370	0.407938257993385
MB-0238	cancer	276	0.155844155844156
MB-0239	cancer	45	0.0847457627118644
MB-0241	cancer	176	0.363636363636364
MB-0242	cancer	94	0.383673469387755
MB-0243	cancer	690	0.530769230769231
MB-0244	cancer	8	0.0427807486631016
MB-0245	cancer	859	0.670046801872075
MB-0248	cancer	851	0.929039301310044
MB-0249	cancer	194	0.409282700421941
MB-0258	cancer	52	0.104208416833667
MB-0259	cancer	445	0.577172503242542
MB-0260	cancer	546	0.53740157480315
MB-0262	cancer	1014	0.8112
MB-0263	cancer	107	0.141721854304636
MB-0264	cancer	477	0.87043795620438
MB-0265	cancer	2	0.0425531914893617
MB-0268	cancer	442	0.69826224328594
MB-0269	cancer	279	0.269045323047252
MB-0272	cancer	914	0.704160246533128
MB-0273	cancer	7	0.1
MB-0275	cancer	243	0.58133971291866
MB-0278	cancer	228	0.266978922716628
MB-0279	cancer	867	0.659315589353612
MB-0280	cancer	227	0.399647887323944
MB-0283	cancer	1442	0.722083124687031
MB-0285	cancer	919	0.615539182853315
MB-0286	cancer	156	0.506493506493506
MB-0287	cancer	470	0.545876887340302
MB-0288	cancer	94	0.445497630331754
MB-0289	cancer	122	0.150990099009901
MB-0291	cancer	918	0.67203513909224
MB-0292	cancer	650	0.704989154013015
MB-0294	cancer	116	0.188006482982172
MB-0301	cancer	857	0.803186504217432
MB-0302	cancer	20	0.2
MB-0304	cancer	1008	0.703419399860433
MB-0305	cancer	769	0.617174959871589
MB-0307	cancer	355	0.27734375
MB-0308	cancer	658	0.589605734767025
MB-0309	cancer	725	0.752855659397715
MB-0311	cancer	192	0.395876288659794
MB-0312	cancer	1817	0.968550106609808
MB-0314	cancer	1132	0.694478527607362
MB-0316	cancer	290	0.304302203567681
MB-0318	cancer	621	0.45
MB-0319	cancer	726	0.631304347826087
MB-0320	cancer	456	0.538370720188902
MB-0321	cancer	1375	0.769445998880806
MB-0322	cancer	1034	0.60221316249272
MB-0324	cancer	1113	0.878453038674033
MB-0325	cancer	916	0.893658536585366
MB-0333	cancer	300	0.258397932816537
MB-0336	cancer	740	0.83710407239819
MB-0339	cancer	721	0.606391925988225
MB-0340	cancer	636	0.312530712530713
MB-0342	cancer	88	0.239782016348774
MB-0343	cancer	666	0.573149741824441
MB-0344	cancer	172	0.269170579029734
MB-0345	cancer	314	0.386223862238622
MB-0347	cancer	439	0.450718685831622
MB-0349	cancer	157	0.227866473149492
MB-0350	cancer	886	0.994388327721661
MB-0351	cancer	623	0.775840597758406
MB-0353	cancer	581	0.667049368541906
MB-0354	cancer	119	0.26984126984127
MB-0356	cancer	396	0.860869565217391
MB-0359	cancer	127	0.182209469153515
MB-0360	cancer	677	0.530148786217698
MB-0361	cancer	516	0.727785613540197
MB-0362	cancer	689	0.80209545983702
MB-0363	cancer	1619	0.895960154952961
MB-0364	cancer	118	0.250530785562633
MB-0365	cancer	4	0.0347826086956522
MB-0366	cancer	1195	0.882570162481536
MB-0367	cancer	194	0.262162162162162
MB-0369	cancer	1317	0.868733509234829
MB-0370	cancer	495	0.920074349442379
MB-0375	cancer	466	0.347242921013413
MB-0377	cancer	206	0.200779727095517
MB-0378	cancer	423	0.729310344827586
MB-0379	cancer	639	0.522058823529412
MB-0380	cancer	943	0.791771620486986
MB-0382	cancer	268	0.724324324324324
MB-0383	cancer	420	0.543337645536869
MB-0384	cancer	837	0.708721422523285
MB-0385	cancer	927	0.888782358581016
MB-0386	cancer	187	0.584375
MB-0388	cancer	178	0.227040816326531
MB-0389	cancer	1177	0.783621837549933
MB-0390	cancer	737	0.774973711882229
MB-0392	cancer	9	0.0483870967741935
MB-0393	cancer	263	0.222692633361558
MB-0394	cancer	1636	0.722614840989399
MB-0395	cancer	609	0.803430079155673
MB-0396	cancer	846	0.701492537313433
MB-0397	cancer	585	0.458823529411765
MB-0398	cancer	391	0.553041018387553
MB-0399	cancer	509	0.616222760290557
MB-0400	cancer	358	0.314586994727592
MB-0401	cancer	803	0.869989165763814
MB-0404	cancer	258	0.43
MB-0405	cancer	869	0.803142329020333
MB-0406	cancer	135	0.439739413680782
MB-0408	cancer	485	0.41991341991342
MB-0410	cancer	831	0.730228471001757
MB-0412	cancer	595	0.647442872687704
MB-0413	cancer	519	0.28130081300813
MB-0414	cancer	839	0.465335551858014
MB-0417	cancer	1000	0.969932104752667
MB-0418	cancer	595	0.72827417380661
MB-0419	cancer	1224	0.981555733761026
MB-0420	cancer	435	0.817669172932331
MB-0421	cancer	619	0.77375
MB-0422	cancer	681	0.761744966442953
MB-0423	cancer	422	0.51400730816078
MB-0425	cancer	1256	0.703247480403135
MB-0426	cancer	892	0.667664670658683
MB-0427	cancer	485	0.600991325898389
MB-0429	cancer	1497	0.770458054554812
MB-0431	cancer	125	0.200642054574639
MB-0432	cancer	8	0.0213903743315508
MB-0434	cancer	702	0.571661237785016
MB-0438	cancer	536	0.645006016847172
MB-0439	cancer	1202	0.919663351185922
MB-0440	cancer	546	0.657831325301205
MB-0442	cancer	524	0.374285714285714
MB-0443	cancer	634	0.67807486631016
MB-0444	cancer	205	0.381750465549348
MB-0445	cancer	927	0.677631578947368
MB-0446	cancer	826	0.81139489194499
MB-0448	cancer	364	0.386411889596603
MB-0449	cancer	724	0.741803278688525
MB-0451	cancer	207	0.226725082146769
MB-0453	cancer	537	0.61441647597254
MB-0454	cancer	1128	0.943933054393305
MB-0455	cancer	119	0.10828025477707
MB-0458	cancer	153	0.344594594594595
MB-0459	cancer	1011	0.799209486166008
MB-0460	cancer	94	0.388429752066116
MB-0462	cancer	36	0.0967741935483871
MB-0464	cancer	131	0.748571428571429
MB-0465	cancer	1433	0.852468768590125
MB-0467	cancer	772	0.871331828442438
MB-0468	cancer	129	0.382789317507418
MB-0470	cancer	473	0.51024811218986
MB-0471	cancer	0	0
MB-0475	cancer	1393	0.799655568312285
MB-0476	cancer	69	0.0577889447236181
MB-0478	cancer	4	0.129032258064516
MB-0479	cancer	176	0.386813186813187
MB-0480	cancer	203	0.342327150084317
MB-0481	cancer	527	0.312759643916914
MB-0482	cancer	553	0.558022199798184
MB-0483	cancer	653	0.627281460134486
MB-0484	cancer	893	0.613745704467354
MB-0485	cancer	644	0.494623655913978
MB-0486	cancer	1722	0.824712643678161
MB-0487	cancer	488	0.504653567735264
MB-0488	cancer	1055	0.758992805755396
MB-0490	cancer	972	0.745970836531082
MB-0491	cancer	777	0.509174311926605
MB-0492	cancer	599	0.546532846715328
MB-0494	cancer	633	0.409443725743855
MB-0495	cancer	755	0.672905525846702
MB-0496	cancer	71	0.702970297029703
MB-0501	cancer	2801	0.907941653160454
MB-0502	cancer	781	0.608255451713396
MB-0503	cancer	481	0.678420310296192
MB-0504	cancer	275	0.609756097560976
MB-0505	cancer	189	0.453237410071942
MB-0508	cancer	653	0.532626427406199
MB-0511	cancer	465	0.669064748201439
MB-0512	cancer	246	0.872340425531915
MB-0513	cancer	1985	0.85597240189737
MB-0516	cancer	801	0.737569060773481
MB-0519	cancer	652	0.615675165250236
MB-0521	cancer	291	0.241293532338308
MB-0524	cancer	6	0.0392156862745098
MB-0525	cancer	298	0.221396731054978
MB-0526	cancer	1531	0.921733895243829
MB-0527	cancer	1751	0.808029533917859
MB-0528	cancer	590	0.517998244073749
MB-0529	cancer	421	0.579092159559835
MB-0531	cancer	248	0.408566721581549
MB-0532	cancer	771	0.69522091974752
MB-0536	cancer	705	0.689149560117302
MB-0537	cancer	864	0.778378378378378
MB-0538	cancer	1225	0.60107948969578
MB-0542	cancer	816	0.51031894934334
MB-0543	cancer	413	0.479118329466357
MB-0544	cancer	1205	0.809267965077233
MB-0545	cancer	627	0.785714285714286
MB-0547	cancer	500	0.772797527047913
MB-0549	cancer	700	0.543056633048875
MB-0552	cancer	16	0.0149253731343284
MB-0553	cancer	60	0.0805369127516778
MB-0554	cancer	14	0.101449275362319
MB-0558	cancer	8	0.119402985074627
MB-0568	cancer	598	0.506350550381033
MB-0569	cancer	734	0.792656587473002
MB-0570	cancer	1456	0.94300518134715
MB-0571	cancer	518	0.76064610866373
MB-0573	cancer	342	0.51044776119403
MB-0574	cancer	704	0.512
MB-0575	cancer	1296	0.71523178807947
MB-0576	cancer	1240	0.948012232415902
MB-0577	cancer	266	0.943262411347518
MB-0578	cancer	1182	0.736907730673317
MB-0579	cancer	1560	0.872971460548405
MB-0580	cancer	804	0.492647058823529
MB-0581	cancer	1177	0.709891435464415
MB-0582	cancer	1669	0.931881630374093
MB-0583	cancer	1136	0.536355051935788
MB-0584	cancer	780	0.723562152133581
MB-0585	cancer	550	0.846153846153846
MB-0586	cancer	658	0.39854633555421
MB-0587	cancer	0	0
MB-0588	cancer	204	0.160377358490566
MB-0589	cancer	552	0.444444444444444
MB-0590	cancer	673	0.866151866151866
MB-0591	cancer	865	0.853057199211045
MB-0593	cancer	183	0.393548387096774
MB-0594	cancer	1146	0.847006651884701
MB-0596	cancer	1233	0.734365693865396
MB-0597	cancer	643	0.716833890746934
MB-0598	cancer	344	0.298093587521664
MB-0599	cancer	855	0.596650383810188
MB-0600	cancer	1256	0.845222072678331
MB-0601	cancer	556	0.657988165680473
MB-0603	cancer	604	0.735688185140073
MB-0605	cancer	462	0.584810126582278
MB-0607	cancer	383	0.289493575207861
MB-0608	cancer	443	0.297915265635508
MB-0609	cancer	1013	0.440818102697998
MB-0610	cancer	106	0.0832678711704635
MB-0611	cancer	11	0.025
MB-0613	cancer	174	0.144398340248963
MB-0614	cancer	521	0.697456492637216
MB-0616	cancer	435	0.632267441860465
MB-0618	cancer	4	0.0869565217391304
MB-0620	cancer	286	0.217325227963526
MB-0621	cancer	471	0.406034482758621
MB-0623	cancer	169	0.509036144578313
MB-0624	cancer	81	0.244712990936556
MB-0626	cancer	802	0.598954443614638
MB-0628	cancer	1325	0.765895953757225
MB-0630	cancer	4	0.0300751879699248
MB-0631	cancer	194	0.250322580645161
MB-0634	cancer	7	0.074468085106383
MB-0635	cancer	636	0.760765550239234
MB-0636	cancer	187	0.356870229007634
MB-0637	cancer	162	0.144642857142857
MB-0638	cancer	207	0.490521327014218
MB-0641	cancer	405	0.515923566878981
MB-0642	cancer	1140	0.908366533864542
MB-0643	cancer	764	0.666085440278989
MB-0644	cancer	773	0.589176829268293
MB-0646	cancer	817	0.518072289156627
MB-0652	cancer	155	0.201298701298701
MB-0653	cancer	831	0.872899159663866
MB-0654	cancer	4	0.0425531914893617
MB-0657	cancer	363	0.454887218045113
MB-0658	cancer	25	0.051440329218107
MB-0659	cancer	225	0.344036697247706
MB-0660	cancer	707	0.665098777046096
MB-0661	cancer	1211	0.779781068898905
MB-0662	cancer	293	0.236672051696284
MB-0664	cancer	1078	0.777217015140591
MB-0666	cancer	645	0.601679104477612
MB-0869	cancer	1136	0.618063112078346
MB-0872	cancer	315	0.664556962025316
MB-0874	cancer	82	0.113259668508287
MB-0877	cancer	1029	0.877237851662404
MB-0880	cancer	4	0.0470588235294118
MB-0882	cancer	1084	0.816265060240964
MB-0884	cancer	905	0.892504930966469
MB-0891	cancer	256	0.474074074074074
MB-0893	cancer	1033	0.785551330798479
MB-0895	cancer	21	0.0545454545454545
MB-0899	cancer	507	0.462591240875912
MB-0901	cancer	950	0.584615384615385
MB-0904	cancer	563	0.716284987277354
MB-0906	cancer	384	0.512
MB-0020	Endothelial	5	0.0285714285714286
MB-0081	Endothelial	13	0.00440528634361234
MB-0114	Endothelial	4	0.00522875816993464
MB-0117	Endothelial	4	0.0027378507871321
MB-0120	Endothelial	0	0
MB-0121	Endothelial	11	0.0136645962732919
MB-0122	Endothelial	3	0.00315789473684211
MB-0123	Endothelial	11	0.00798258345428157
MB-0124	Endothelial	1	0.000943396226415094
MB-0126	Endothelial	2	0.00164068908941756
MB-0128	Endothelial	48	0.0477611940298507
MB-0130	Endothelial	0	0
MB-0131	Endothelial	15	0.00899280575539568
MB-0133	Endothelial	0	0
MB-0135	Endothelial	0	0
MB-0136	Endothelial	18	0.0109223300970874
MB-0138	Endothelial	14	0.0183968462549277
MB-0139	Endothelial	0	0
MB-0140	Endothelial	8	0.00459770114942529
MB-0142	Endothelial	0	0
MB-0143	Endothelial	1	0.000761614623000762
MB-0144	Endothelial	2	0.00222222222222222
MB-0145	Endothelial	42	0.0427698574338086
MB-0150	Endothelial	3	0.00249376558603491
MB-0151	Endothelial	6	0.00521739130434783
MB-0152	Endothelial	3	0.0238095238095238
MB-0153	Endothelial	10	0.0103842159916926
MB-0154	Endothelial	1	0.00176678445229682
MB-0158	Endothelial	0	0
MB-0162	Endothelial	3	0.0352941176470588
MB-0163	Endothelial	26	0.0180932498260264
MB-0164	Endothelial	40	0.0959232613908873
